Fractured,Non-Fractured
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2159_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2234).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_215_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2235).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2160_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2236).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2161_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2237).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2162_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2238).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2163_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2239).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2164_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (224).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2165_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2240).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2166_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2241).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2167_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2242).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2168_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2243).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2169_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2244).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_216_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2245).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2170_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2246).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2171_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2247).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2172_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2248).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2173_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2249).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2174_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (225).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2175_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2250).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2176_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2251).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2177_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2252).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2178_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2253).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2179_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2254).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_217_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2255).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2180_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2256).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2181_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2257).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2182_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2258).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2183_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2259).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2184_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (226).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2185_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2260).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2186_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2261).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2187_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2262).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2188_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2263).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2189_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2264).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_218_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2265).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2190_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2266).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2191_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2267).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2192_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2268).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2193_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2269).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2194_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (227).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2195_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2270).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2196_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2271).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2197_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2272).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2198_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2273).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2199_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2274).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_219_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2275).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2200_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2276).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2201_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2277).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2202_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2278).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2203_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2279).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2204_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (228).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2205_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2280).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2206_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2281).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2207_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2282).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2208_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2283).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2209_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2284).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_220_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2285).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2210_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2286).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2211_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2287).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2212_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2288).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2213_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2289).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2214_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (229).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2215_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2290).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2216_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2291).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2217_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2292).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2218_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2293).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2219_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2294).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_221_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2295).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2220_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2296).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2221_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2297).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2222_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2298).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2223_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2299).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2224_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (23).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2225_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (230).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2226_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2300).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2227_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2301).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2228_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2302).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2229_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2303).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_222_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2304).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2230_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2305).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2231_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2306).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2232_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2307).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2233_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2308).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2234_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2309).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2235_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (231).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2236_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2310).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2237_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2311).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2238_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2312).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2239_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2313).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_223_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2314).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2240_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2315).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2241_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2316).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2242_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2317).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2243_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2318).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2244_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2319).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2245_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (232).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2246_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2320).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2247_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2321).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2248_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2322).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2249_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2323).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_224_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2324).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2250_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2325).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2251_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2326).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2252_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2327).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2253_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2328).jpg
C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Fractured\Fractured_2254_aug.jpg,C:\Users\rnkha\OneDrive\Desktop\Gajedi\bone_fracture\Augmented Dataset\Non-Fractured\Non-Fractured (2329).jpg
